_id,asin,brand,title,rating,totalReviews,Price,original_price
644b208e025de93003675206,B00836Y6B2,Nokia,Nokia Lumia 900 Black Factory Unlocked,3.2,929,8798.4,0.0
644b208e025de93003675207,B008PAW5EQ,Samsung,"Samsung U365 Gusto 2 Prepaid Phone (Verizon Wireless, Prepaid)",3.7,74,0.0,0.0
644b208e025de93003675208,B0096DERAG,Motorola,Motorola MC75A Hand Held Computer Windows Mobile 6.5 MC75A8-PYFSWQRA9WR,1.0,1,39996.0,0.0
644b208e025de93003675209,B0096QYH80,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",3.0,488,27999.2,0.0
644b208e025de9300367520a,B009LRMQTG,Motorola,Telcel America Motorola Pre-Paid Cell Phone - Motogo! EX431G - Black,3.9,196,7999.2,0.0
644b208e025de9300367520b,B00A2V7BA4,Nokia,"Nokia Lumia 920, Black 32GB (AT&T)",3.4,468,16773.6,0.0
644b208e025de9300367520c,B00A2V7ULY,Nokia,"Nokia Lumia 920, Yellow 32GB (AT&T)",3.0,45,14734.400000000001,0.0
644b208e025de9300367520d,B00A408AF8,Samsung,"Samsung Galaxy Express, Gray 8GB (AT&T)",2.9,8,31142.399999999998,0.0
644b208e025de9300367520e,B00A7F57EM,Nokia,Nokia Lumia 822 16GB Windows Phone Black - Verizon,3.4,62,16332.8,0.0
644b208e025de9300367520f,B00A7F5M9W,Nokia,"Nokia Lumia 822, White 16GB (Verizon Wireless)",3.6,23,0.0,0.0
644b208e025de93003675210,B00ACZ0DUA,Nokia,Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl Zeiss Optics Camera - Yellow,3.0,74,14580.0,0.0
644b208e025de93003675211,B00B5081MI,Samsung,"Samsung A157 Unlocked GSM Cell Phone with Internet Browser, 3G Capabilities, SMS & MMS and Speakerphone - Black",2.4,49,9199.199999999999,0.0
644b208e025de93003675212,B00BV1MVJ0,Samsung,"Samsung Galaxy S4 GT-I9500 Factory Unlocked Cellphone, 16GB, White",3.8,1,11576.800000000001,0.0
644b208e025de93003675213,B00CEKXJ3Y,Samsung,"Samsung Galaxy S4, Black Mist 16GB (Sprint)",3.5,561,0.0,0.0
644b208e025de93003675214,B00CEKXZA6,Samsung,"Samsung Galaxy S4, White Frost 16GB (Sprint)",3.8,354,0.0,0.0
644b208e025de93003675215,B00CGIULGC,Samsung,Samsung Galaxy Rugby Pro 4G LTE I547 Unlocked Android Ruggedized Smart Phone,3.2,365,0.0,0.0
644b208e025de93003675216,B00CQAODG4,Nokia,"Nokia Lumia 928, White 32GB (Verizon Wireless)",3.2,349,0.0,0.0
644b208e025de93003675217,B00CS2ZWKQ,Nokia,Nokia Lumia 925 (RM-893) 4G LTE Windows 8 Smartphone GSM Unlocked,3.2,94,0.0,0.0
644b208e025de93003675218,B00D35Z6OE,HUAWEI,Huawei Glory Android Prepaid Phone (Net10),3.1,36,2232.0,0.0
644b208e025de93003675219,B00D99ZBR6,Samsung,Samsung Galaxy Prevail II (Boost Mobile) (Discontinued by Manufacturer),3.5,314,7120.0,0.0
644b208e025de9300367521a,B00E45043A,Nokia,Nokia Lumia 520 (AT&T Go Phone) No Annual Contract (Discontinued by Manufacturer),3.8,4,4799.2,0.0
644b208e025de9300367521b,B00E6FGSHY,Samsung,"Samsung Galaxy S4, White Frost 16GB (AT&T)",3.7,641,12397.6,0.0
644b208e025de9300367521c,B00E8TGT1S,Nokia,Nokia Lumia 520 Quad-Band GSM Unlocked Smartphone - Blue,2.1,5,0.0,0.0
644b208e025de9300367521d,B00EP2BN00,Samsung,"Samsung Convoy 3, Gray (Verizon Wireless)",3.4,340,0.0,0.0
644b208e025de9300367521e,B00F1HVZ0Q,Samsung,Samsung Galaxy S4 M919 16GB T-Mobile 4G LTE Smartphone - Black Mist,3.7,111,18399.2,0.0
644b208e025de9300367521f,B00F2SKPIM,Samsung,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",3.9,983,0.0,0.0
644b208e025de93003675220,B00F3JPKCG,Nokia,"Nokia Lumia 925, Black 16GB (AT&T)",2.7,46,4399.2,0.0
644b208e025de93003675221,B00F9RRVUG,Samsung,Samsung a157V (AT&T Go Phone) No Annual Contract,3.5,299,8160.0,0.0
644b208e025de93003675222,B00FTV382C,Samsung,"SAMSUNG GALAXY NOTE 3 , T-Mobile (locked) white",3.4,85,23920.0,0.0
644b208e025de93003675223,B00G9G0HTI,Samsung,"Samsung ATIV S Neo I187 (16GB, 1GB RAM) 4.77"" Display | Dual Camera | 2,000 mAh Battery | Windows 8.1 SmartPhone | 4G LTE | GSM Unlocked | Royal Blue",4.0,10,6320.0,0.0
644b208e025de93003675224,B00HE5834Y,Motorola,Motorola Droid Ultra XT1080 16GB 4G LTE Android Smartphone W/ 10MP Camera - Black,3.5,30,19999.2,0.0
644b208e025de93003675225,B00HPP3QD6,Motorola,Moto G - Verizon Prepaid Phone (Verizon Prepaid Only),4.0,773,5199.2,0.0
644b208e025de93003675226,B00HWEMZ1E,Nokia,"Nokia Lumia Icon, Black 32GB (Verizon Wireless)",3.8,159,18696.8,0.0
644b208e025de93003675227,B00I2KY5TM,Nokia,Nokia Lumia 928 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - White,3.5,13,12799.2,0.0
644b208e025de93003675228,B00IZ1X21K,Samsung,"Samsung Galaxy S5, G900P 16GB White - Sprint",3.7,5,21599.2,0.0
644b208e025de93003675229,B00JEHJMG8,Samsung,Samsung Galaxy S4 16GB SPH-L720 4G LTE Android - Sprint (Blue),3.3,135,0.0,0.0
644b208e025de9300367522a,B00JH2WF0K,Samsung,"Samsung Gusto 3, Dark Blue, Verizon Wireless",3.2,81,0.0,0.0
644b208e025de9300367522b,B00JH2WPO6,Samsung,"Samsung ATIV SE, Silver 16GB (Verizon Wireless)",3.8,22,0.0,0.0
644b208e025de9300367522c,B00JS73V2U,Motorola,"Motorola DROID MAXX, Black 16GB (Verizon Wireless)",4.1,263,0.0,0.0
644b208e025de9300367522d,B00JYR6GGM,Samsung,"Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) - Discontinued by Manufacturer",3.3,262,0.0,0.0
644b208e025de9300367522e,B00K0NS0P4,Motorola,"Motorola Moto G (1st Generation) Unlocked Cellphone, 8GB, White",4.0,1,16780.0,0.0
644b208e025de9300367522f,B00KM10ITK,Nokia,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,3.5,693,8318.4,0.0
644b208e025de93003675230,B00LAEA84S,Samsung,Samsung Galaxy S5 G900V Verizon 4G LTE Smartphone w/ 16MP Camera - Black - Verizon,3.2,627,0.0,0.0
644b208e025de93003675231,B00LIYEMTC,Sony,Sony Xperia Z2 - Unlocked (White),3.2,5,48504.0,0.0
644b208e025de93003675232,B00MWI4HW0,Motorola,"Motorola Moto G (2nd generation) Unlocked Cellphone, 8GB, Black",4.1,3,7920.0,0.0
644b208e025de93003675233,B00MWI4KKE,Motorola,"Motorola Moto X (2nd generation) XT1097 GSM Unlocked Cellphone, 16GB, Black Soft Touch",3.5,428,0.0,0.0
644b208e025de93003675234,B00N532A34,Samsung,"Samsung Galaxy Alpha, Frosted Gold 32GB (AT&T)",3.1,113,0.0,0.0
644b208e025de93003675235,B00N532DU4,Samsung,"Samsung Galaxy Mega 2, Brown Black 16GB (AT&T)",3.2,106,0.0,0.0
644b208e025de93003675236,B00NKR9MJA,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",3.2,227,20798.4,0.0
644b208e025de93003675237,B00NKRE7MW,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Verizon Wireless)",3.4,1,0.0,0.0
644b208e025de93003675238,B00NO2WXM4,Motorola,"Motorola Moto X - 2nd Generation, Black Resin 16GB (Verizon Wireless)",3.9,124,0.0,0.0
644b208e025de93003675239,B00O15MWOM,Nokia,Nokia Lumia 530 White - No Contract (T-Mobile),3.2,378,10662.4,0.0
644b208e025de9300367523a,B00O2ALRNS,Samsung,"Samsung Galaxy S4 SGH-I337 USA GSM Unlocked Cellphone, 16GB, Frost White",2.8,175,12397.6,0.0
644b208e025de9300367523b,B00O2SW2IY,Motorola,Verizon 4G LTE Moto Luge by Motorola Prepaid Smartphone,3.1,31,5998.400000000001,0.0
644b208e025de9300367523c,B00OEK6TWU,Samsung,Samsung Galaxy Note 3 N900A 32GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,3.6,431,15520.0,0.0
644b208e025de9300367523d,B00OZTSY6Y,Motorola,"Motorola DROID Turbo XT1254, Black Ballistic Nylon 32GB (Verizon Wireless)",3.6,545,11999.2,0.0
644b208e025de9300367523e,B00PLBFPAS,Nokia,"Nokia Lumia 630 Windows Prepaid SmartPhone, Carrier Locked to Cricket Wireless, No Contract",3.3,14,10399.2,0.0
644b208e025de9300367523f,B00QFZOYFG,Samsung,Samsung Solstice II A817 Touch Screen (AT&T) No Contract,3.3,4,9599.199999999999,0.0
644b208e025de93003675240,B00QHJTOK0,Samsung,Samsung Galaxy Centura SCH-S738C - (Net10),1.0,1,0.0,0.0
644b208e025de93003675241,B00SIB3HS0,Samsung,Samsung Galaxy S4 M919 16GB Unlocked GSM 4G LTE Quad-Core Smartphone - White Frost,2.6,32,13594.400000000001,0.0
644b208e025de93003675242,B00TFAVFL4,Motorola,"Motorola Moto E (2nd Generation) Locked Cellphone, Black",3.8,1,0.0,0.0
644b208e025de93003675243,B00TRLXO6U,Nokia,Nokia Lumia 928 32GB Unlocked GSM 4G LTE Windows Smartphone w/ 8MP Carl Zeiss Optics Camera - Black,3.8,112,0.0,0.0
644b208e025de93003675244,B00V7FXCZ2,Samsung,"Samsung Galaxy S6, Black Sapphire 32GB (Verizon Wireless)",3.5,1,0.0,0.0
644b208e025de93003675245,B00V7FY44A,Samsung,"Samsung Galaxy S6 Edge, White Pearl 32GB (Verizon Wireless)",3.5,505,0.0,0.0
644b208e025de93003675246,B00V8STWY8,Apple,"Apple iPad Air MF529LL/A (32GB, Wi-Fi + at&T, White with Silver) (Renewed)",2.7,6,17596.0,0.0
644b208e025de93003675247,B00VH2TWBS,Samsung,Samsung GALAXY S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - Black Sapphire,3.1,243,0.0,0.0
644b208e025de93003675248,B00VQQ294C,Apple,Apple iPod Touch 16GB (5th Generation) - Space Gray (Renewed),2.8,60,0.0,0.0
644b208e025de93003675249,B00WF988BW,Samsung,Samsung Convoy 3 SCH-U680 Rugged 3G Cell Phone Verizon Wireless,3.7,264,13598.4,0.0
644b208e025de9300367524a,B00WHE2WCG,Samsung,Samsung Galaxy S6 G920A 32GB Unlocked GSM 4G LTE Octa-Core Android Smartphone with 16MP Camera - Black Sapphire,2.9,338,17590.4,0.0
644b208e025de9300367524b,B00WIYFBWI,Samsung,Samsung Galaxy S6 Edge G925F 32GB Unlocked Phone - Retail Packaging - Black Sapphire,2.3,7,50456.8,0.0
644b208e025de9300367524c,B00X2ZQ5RM,Samsung,Samsung Galaxy S6 32GB G920A AT&T Unlocked - Gold Platinum,2.8,134,0.0,0.0
644b208e025de9300367524d,B00XQVDW6Y,Motorola,Motorola Moto E LTE - No Contract Phone (U.S. Cellular),3.7,64,7199.2,0.0
644b208e025de9300367524e,B00ZE8HRYK,Samsung,"Samsung Galaxy S6 Active, 32 GB , Grey (AT&T)",3.7,325,46822.399999999994,55599.2
644b208e025de9300367524f,B010CK8O9Q,Sony,"Sony Xperia Z3 Plus E6533 32GB Black 3G/4G, Dual SIM Unlocked Factory 4G LTE - International Version No Warranty",3.1,4,0.0,0.0
644b208e025de93003675250,B010V43VFA,Sony,Sony Experia Z3+ 4G LTE Unlocked 32GB Octa Core 3GB RAM E6553 (LTE USA Latin Caribbean Europe) Waterproof 23 MP No Warranty (White),3.0,41,11592.0,0.0
644b208e025de93003675251,B011AC4U7A,Samsung,Samsung Galaxy S6 G920T 32GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - Black,3.3,142,0.0,0.0
644b208e025de93003675252,B0134TVNSQ,Samsung,"Samsung Galaxy S6 Edge+, Black 64GB (Sprint)",3.9,162,0.0,0.0
644b208e025de93003675253,B013XAPUW6,Samsung,"Samsung Galaxy Note 5, Black  64GB (Verizon Wireless)",3.6,799,31999.2,0.0
644b208e025de93003675254,B014GCG150,Samsung,"Samsung Galaxy J5 SM-J500H/DS GSM Factory Unlocked Smartphone, International Version (Gold)",4.1,645,11918.4,0.0
644b208e025de93003675255,B014V5XDV2,Samsung,Samsung Galaxy S6 G920v 32GB Verizon Wireless CDMA Smartphone - Gold Platinum (Renewed),3.2,90,9716.8,10744.0
644b208e025de93003675256,B014VLTTC8,Samsung,Samsung Galaxy Mega 6.3 I527 16GB Unlocked GSM 4G LTE Smartphone w/ 8MP Camera - White,2.8,32,23200.0,31999.2
644b208e025de93003675257,B015ROR4PC,Motorola,Motorola Droid Turbo - 32GB Android Smartphone - Verizon - Gray (Renewed),3.5,36,5999.2,0.0
644b208e025de93003675258,B016WYTYFE,Samsung,Samsung Galaxy S5 SM-G900T - 16GB - Shimmery White Smart Phone - Unlocked (Renewed),3.4,2,0.0,0.0
644b208e025de93003675259,B0172EEAQQ,Nokia,"Nokia 105 RM-1135 Dual-Band (850/1900 MHz) Factory Unlocked Mobile Phone, Black, 2G Network Only.",2.9,127,3746.3999999999996,4224.0
644b208e025de9300367525a,B018OMP8ES,Samsung,Samsung Galaxy Note 5 SM-N920V Gold 32GB (Verizon Wireless),3.6,799,24044.0,0.0
644b208e025de9300367525b,B018TUJE9U,Samsung,Samsung Galaxy S6 G920A 64GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - White,3.3,14,0.0,0.0
644b208e025de9300367525c,B0192XJ0P6,Motorola,"Motorola XT1585 Turbo 2, (32GB) 5.4'' (White, Verizon)",2.8,289,0.0,0.0
644b208e025de9300367525d,B019S654DO,Samsung,Samsung Galaxy S4 16GB Black SPH-L720T Tri-Band (Boost Mobile),3.7,138,0.0,0.0
644b208e025de9300367525e,B019TWO7DU,HUAWEI,"Huawei Nexus 6P unlocked smartphone, 64GB Gold (US Warranty)",3.3,2,0.0,0.0
644b208e025de9300367525f,B019VHBB32,Motorola,Motorola Droid Turbo 2 XT1585 32GB - Verizon (Black),3.3,58,19199.2,0.0
644b208e025de93003675260,B01ATTBXY8,Motorola,Motorola Droid Turbo - 32GB Android Smartphone - Verizon - Black (Renewed),3.8,209,5999.2,0.0
644b208e025de93003675261,B01AUOS8BI,Apple,"Apple iPhone 6S Plus, 128GB, Rose Gold - For AT&T / T-Mobile (Renewed)",2.5,7,19198.399999999998,0.0
644b208e025de93003675262,B01BG1MW5C,Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Black Smartphone for T-Mobile,3.5,91,0.0,0.0
644b208e025de93003675263,B01BHEBDVW,Motorola,Motorola Droid Maxx 2 XT1565 16 GB Verizon Phone w/ 21 MP Rear Camera - White,3.1,26,0.0,0.0
644b208e025de93003675264,B01BLSX96G,Samsung,Samsung Galaxy Grand Prime Prepaid Smartphone Family Mobile Powered by T-Mobile,3.3,9,0.0,0.0
644b208e025de93003675265,B01CJ3SCJ6,Samsung,Samsung Galaxy S7 32GB Unlocked (Verizon Wireless) - Gold,3.2,250,22798.4,0.0
644b208e025de93003675266,B01CJ3SCN2,Samsung,"Samsung Galaxy S7, Black 32GB (Verizon Wireless)",3.6,220,0.0,0.0
644b208e025de93003675267,B01CJ3SF02,Samsung,"Samsung Galaxy GS7 Edge, Gold 32GB (Verizon Wireless)",3.8,37,0.0,0.0
644b208e025de93003675268,B01CN1RZY2,Samsung,Samsung Galaxy Note 5 SM-N920T 64gb - Unlocked Cellphone GSM - Platinum Gold (T - Mobile),2.7,34,0.0,0.0
644b208e025de93003675269,B01CP4CGBE,Samsung,"Samsung Galaxy GS7 Edge, Gold 32GB (Sprint)",3.4,25,0.0,0.0
644b208e025de9300367526a,B01CP4CGSC,Samsung,"Samsung Galaxy S7, G930P Gold 32GB (Sprint)",3.9,56,0.0,0.0
644b208e025de9300367526b,B01CR1FQMG,Apple,"Apple iPhone 6S, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.8,1,12806.400000000001,52799.2
644b208e025de9300367526c,B01CU22RL0,Samsung,Samsung Galaxy S7 Edge Smartphone - GSM Unlocked - 32 GB - No Warranty - Black,3.3,63,0.0,0.0
644b208e025de9300367526d,B01CYYYRNK,Samsung,"Samsung Galaxy S7 SM-G930A AT&T Unlocked Smartphone, (Black Onyx)",3.1,394,19896.0,0.0
644b208e025de9300367526e,B01D0JV7AO,Samsung,Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Renewed),3.5,1,9596.0,0.0
644b208e025de9300367526f,B01D0JXCKW,Samsung,Samsung Galaxy S6 SM-G920V 32GB Gold Smartphone for Verizon (Renewed),3.5,1,12799.2,0.0
644b208e025de93003675270,B01D1J9BGU,Samsung,Samsung Galaxy S7 Edge G935FD 32GB Unlocked GSM 4G LTE,3.8,783,31920.0,0.0
644b208e025de93003675271,B01D4Z97UG,Samsung,Samsung Galaxy S6 SM-G920A 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - White (Renewed),2.9,11,9839.199999999999,0.0
644b208e025de93003675272,B01D53A7KG,Samsung,Samsung Galaxy S6 SM-G920A 32GB White Smartphone for AT&T (Renewed),3.6,139,10320.0,0.0
644b208e025de93003675273,B01DL9TVW4,Samsung,"Samsung Galaxy S5 G900A Factory Unlocked Cellphone, Android 16GB, Gold",3.2,1,16879.2,0.0
644b208e025de93003675274,B01DUPOOMG,Samsung,Samsung Galaxy S6 G920P 32GB Black Boost Mobile Smartphone,3.7,29,0.0,0.0
644b208e025de93003675275,B01DZ2CS4U,Samsung,Samsung Galaxy S7 32GB G930V Unlocked - Black,3.2,250,22079.2,0.0
644b208e025de93003675276,B01DZJFWNC,Motorola,Moto G Plus (4th Gen.) Unlocked - Black - 64GB - U.S. Warranty,3.5,1,0.0,0.0
644b208e025de93003675277,B01DZJFWWS,Motorola,Moto G (4th Gen.) Unlocked - Black - 32GB,3.5,1,0.0,0.0
644b208e025de93003675278,B01E7FK14S,Samsung,"Samsung Galaxy J3 Express Prime 2 SM-J327A 4G LTE 7.0 Nougat 5"" Smartphone (AT&T) - Black",3.9,50,0.0,0.0
644b208e025de93003675279,B01EIVMETG,Samsung,Samsung Galaxy J1 Mini 8GB J106H/DS Dual Sim Unlocked Phone - Retail Packaging- Black,3.2,169,8392.0,0.0
644b208e025de9300367527b,B01F5FYXNO,Samsung,"Samsung Galaxy J3, Verizon LTE Prepaid (Black)",3.6,91,11197.6,0.0
644b208e025de9300367527c,B01FCFZS3G,Samsung,Samsung Galaxy S7 Edge G935A 32GB AT&T - Black Onyx,3.5,211,23155.2,0.0
644b208e025de9300367527d,B01FIW1B9S,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile - Black,3.8,194,0.0,0.0
644b208e025de9300367527e,B01FJT7E3M,Sony,"Sony Xperia XA Ultra (F3213) 4G LTE Unlocked GSM Phone w/ 6” Borderless Display, 21.5MP+16MP Cameras, Octa-Core CPU - White",3.6,441,9599.199999999999,23999.2
644b208e025de9300367527f,B01FJT7MZC,Sony,Sony Xperia X Performance F8131 32GB Unlocked GSM LTE Android Phone w/ 23MP Camera - Black,3.9,117,13520.0,0.0
644b208e025de93003675280,B01FJT7N4W,Sony,Sony Xperia X F5121 32GB GSM 23MP Camera Phone - Graphite Black,3.8,200,15999.2,0.0
644b208e025de93003675281,B01GP2XIJQ,Samsung,Samsung Galaxy Amp 2 - Cricket,3.9,11,15999.2,0.0
644b208e025de93003675282,B01GXAT0CE,Apple,"Apple iPhone SE, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.8,2,10684.0,0.0
644b208e025de93003675283,B01H93TCCM,Samsung,Samsung Galaxy S7 Active SM-G891A 32GB Sandy Gold No-Contract AT&T,3.6,39,0.0,0.0
644b208e025de93003675284,B01HFJR6NW,Motorola,Motorola Droid MAXX XT1080M 16GB Black Verizon and GSM Unlocked (Certified Refurbished),3.3,17,0.0,0.0
644b208e025de93003675285,B01HFK15BU,Samsung,Samsung Galaxy S6 G920V 32GB Verizon 4G LTE Smartphone W/ 16MP Camera - White,3.4,45,20638.4,0.0
644b208e025de93003675286,B01HFLRS38,Motorola,Motorola Droid MAXX XT1080M 16GB Red Verizon and GSM Unlocked (Renewed),3.4,15,10799.2,0.0
644b208e025de93003675287,B01HTZ4T8C,Samsung,"Samsung Galaxy S7 G930V 32GB, Verizon, Black Onyx, Unlocked Smartphones (Renewed)",3.7,190,11600.0,0.0
644b208e025de93003675288,B01I0HP1Z8,Samsung,Samsung Galaxy S6 G920T Unlocked GSM 4G LTE Smartphone w/ 16MP Camera - White Pearl,2.9,55,0.0,0.0
644b208e025de93003675289,B01I8V0MJQ,Samsung,Samsung Galaxy S7 32GB T-Mobile - Gold Platinum,3.8,194,0.0,0.0
644b208e025de9300367528a,B01INV912A,Motorola,motorola G4 16GB Smartphone,3.0,1,16556.0,0.0
644b208e025de9300367528b,B01J63O3KY,Samsung,"Samsung GS6 5.1"" Certified Pre-Owned Carrier Locked Phone - 32GB - White (Verizon)",2.9,2,27673.600000000002,0.0
644b208e025de9300367528c,B01J63ODA4,Samsung,"Samsung Galaxy S6 (Verizon) Certified Pre-Owned Prepaid Carrier Locked, White",2.5,3,10692.0,0.0
644b208e025de9300367528d,B01JAWWVXW,Apple,"Apple iPhone 6S Plus, 16GB, Silver - For AT&T / T-Mobile (Renewed)",4.1,195,15912.0,27199.2
644b208e025de9300367528e,B01K5R3GXK,Motorola,Motorola DROID Turbo XT1254 32GB Verizon Black Ballistic Nylon (Renewed),3.2,77,4799.2,0.0
644b208e025de9300367528f,B01K5RGPIS,Samsung,Samsung Galaxy S6 G920A 64GB Unlocked GSM 4G LTE Octa-Core Android Smartphone with 16MP Camera - Black Sapphire,2.9,61,0.0,0.0
644b208e025de93003675290,B01L9D7J00,Samsung,Samsung Convoy 4 B690 Rugged Water-Resistant Verizon Flip Phone w/ 5MP Camera - Blue,3.3,115,5880.0,0.0
644b208e025de93003675291,B01LEL8ABY,Motorola,"Moto Z GSM Unlocked Smartphone, 5.5"" Quad HD screen, 64GB storage, 5.2mm thin - Black",3.0,305,0.0,0.0
644b208e025de93003675292,B01LXF0WML,Sony,"Sony Xperia XZ F8332 64GB Forest Blue, 5.2"", Dual Sim, GSM Unlocked International Model, No Warranty",3.9,255,21599.2,54399.2
644b208e025de93003675293,B01LY3OB8D,Google,Google Pixel XL Phone 32GB - 5.5 inch display ( Factory Unlocked US Version ) (Very Silver),3.9,455,14800.0,0.0
644b208e025de93003675294,B01LYHIUQ7,Apple,"Apple iPhone 6S, 32GB, Silver - For AT&T / T-Mobile (Renewed)",4.1,46,12236.0,0.0
644b208e025de93003675295,B01LZXT34U,Samsung,Samsung Galaxy S6 Edge Plus SM-G928T 32GB for T-Mobile (Renewed),4.0,12,15919.2,0.0
644b208e025de93003675296,B01M01YX15,Google,"Google Pixel Phone - 5 inch display (Factory Unlocked US Version) (32GB, Quite Black)",3.5,302,17599.2,0.0
644b208e025de93003675297,B01M0PADR4,Google,"Google Pixel XL G2PW210032GBBK Factory Unlocked Smartphone, 32GB, 5.5-Inch Display - U.S. Version (Quite Black)",3.4,429,16118.4,0.0
644b208e025de93003675298,B01M1CT4PT,Google,Google Pixel XL Phone 32GB - 5.5 inch display (Factory Unlocked US Version) (Really Blue),3.8,20,23197.600000000002,0.0
644b208e025de93003675299,B01M1HY1E3,Sony,Sony Xperia XZ F8331 32GB Unlocked GSM 4G LTE Phone w/ 23MP Camera - Mineral Black,3.6,249,20799.2,0.0
644b208e025de9300367529a,B01M59QP6C,Samsung,Samsung Galaxy Note 5 SM-N920V 32GB White Smartphone for Verizon (Renewed),3.2,289,13596.0,0.0
